VTX, IDX, _input0.x, _input0.y, _input0.z, _input2.x, _input2.y, _input2.z, _input3.x, _input3.y, _input3.z, _input3.w, _input1.x, _input1.y, _input4.x, _input4.y, _input5.x, _input5.y, _input5.z, _input6.x, _input6.y, _input6.z, _input6.w, _input7.x, _input7.y, _input7.z, _input7.w
1638, 419, 0.10245, -0.05902, 1.25738, 0.99278, 0.11019, -0.04736, 0.11464, -0.98786, 0.10482, -1.00, 0.02612, 0.48564, -0.00336, 0.01052, 0.10245, -0.05902, 1.25738, 0.92989, 0.03169, 0.02889, 0.00954, 1, 8, 2, 3
1639, 410, 0.10302, -0.0711, 1.23503, 0.99965, -0.00961, -0.02483, -0.00829, -0.99858, 0.05261, -1.00, 0.03152, 0.4738, 0.03481, -0.00212, 0.10302, -0.0711, 1.23503, 0.81805, 0.13578, 0.02944, 0.01673, 1, 8, 3, 2
1640, 420, 0.10174, -0.06161, 1.2354, 0.97576, 0.20271, -0.08248, 0.20531, -0.97839, 0.02434, -1.00, 0.02603, 0.4738, -0.00659, 0.0282, 0.10174, -0.06161, 1.2354, 0.79149, 0.17975, 0.01657, 0.0122, 1, 8, 3, 2
1641, 419, 0.10245, -0.05902, 1.25738, 0.99278, 0.11019, -0.04736, 0.11464, -0.98786, 0.10482, -1.00, 0.02612, 0.48564, -0.00336, 0.01052, 0.10245, -0.05902, 1.25738, 0.92989, 0.03169, 0.02889, 0.00954, 1, 8, 2, 3
1642, 420, 0.10174, -0.06161, 1.2354, 0.97576, 0.20271, -0.08248, 0.20531, -0.97839, 0.02434, -1.00, 0.02603, 0.4738, -0.00659, 0.0282, 0.10174, -0.06161, 1.2354, 0.79149, 0.17975, 0.01657, 0.0122, 1, 8, 3, 2
1643, 421, 0.09729, -0.04618, 1.23389, 0.96666, 0.2219, -0.12781, 0.23531, -0.9666, 0.10158, -1.00, 0.01659, 0.4738, -0.02879, 0.01284, 0.09729, -0.04618, 1.23389, 0.76364, 0.22203, 0.00759, 0.00674, 1, 8, 3, 2
1644, 408, 0.10311, -0.09247, 1.28002, 0.98661, -0.10203, -0.12722, -0.09782, -0.99444, 0.03889, -1.00, 0.04586, 0.49635, 0.04339, -0.0181, 0.10311, -0.09247, 1.28002, 0.67493, 0.29507, 0.03, 0.00, 1, 2, 3, 0
1645, 409, 0.10298, -0.07622, 1.25738, 0.9955, -0.08521, -0.04136, -0.08109, -0.99239, 0.09261, -1.00, 0.0359, 0.48477, 0.0392, -0.01266, 0.10298, -0.07622, 1.25738, 0.93122, 0.04878, 0.02, 0.00, 1, 2, 3, 0
1646, 422, 0.10316, -0.07463, 1.28014, 0.99862, 0.0297, -0.04325, 0.03305, -0.99632, 0.07907, -1.00, 0.03615, 0.49694, 0.01604, 0.00811, 0.10316, -0.07463, 1.28014, 0.8348, 0.1652, 0.00, 0.00, 1, 2, 0, 0
1647, 418, 0.10478, -0.07264, 1.30823, 0.99296, 0.0468, -0.10886, 0.05646, -0.99457, 0.08739, -1.00, 0.03655, 0.51192, -0.00068, -0.01362, 0.10478, -0.07264, 1.30823, 0.55717, 0.3999, 0.04293, 0.00, 1, 2, 6, 0
1648, 408, 0.10311, -0.09247, 1.28002, 0.98661, -0.10203, -0.12722, -0.09782, -0.99444, 0.03889, -1.00, 0.04586, 0.49635, 0.04339, -0.0181, 0.10311, -0.09247, 1.28002, 0.67493, 0.29507, 0.03, 0.00, 1, 2, 3, 0
1649, 422, 0.10316, -0.07463, 1.28014, 0.99862, 0.0297, -0.04325, 0.03305, -0.99632, 0.07907, -1.00, 0.03615, 0.49694, 0.01604, 0.00811, 0.10316, -0.07463, 1.28014, 0.8348, 0.1652, 0.00, 0.00, 1, 2, 0, 0
1650, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1651, 422, 0.10316, -0.07463, 1.28014, 0.99862, 0.0297, -0.04325, 0.03305, -0.99632, 0.07907, -1.00, 0.03615, 0.49694, 0.01604, 0.00811, 0.10316, -0.07463, 1.28014, 0.8348, 0.1652, 0.00, 0.00, 1, 2, 0, 0
1652, 409, 0.10298, -0.07622, 1.25738, 0.9955, -0.08521, -0.04136, -0.08109, -0.99239, 0.09261, -1.00, 0.0359, 0.48477, 0.0392, -0.01266, 0.10298, -0.07622, 1.25738, 0.93122, 0.04878, 0.02, 0.00, 1, 2, 3, 0
1653, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1654, 409, 0.10298, -0.07622, 1.25738, 0.9955, -0.08521, -0.04136, -0.08109, -0.99239, 0.09261, -1.00, 0.0359, 0.48477, 0.0392, -0.01266, 0.10298, -0.07622, 1.25738, 0.93122, 0.04878, 0.02, 0.00, 1, 2, 3, 0
1655, 419, 0.10245, -0.05902, 1.25738, 0.99278, 0.11019, -0.04736, 0.11464, -0.98786, 0.10482, -1.00, 0.02612, 0.48564, -0.00336, 0.01052, 0.10245, -0.05902, 1.25738, 0.92989, 0.03169, 0.02889, 0.00954, 1, 8, 2, 3
1656, 418, 0.10478, -0.07264, 1.30823, 0.99296, 0.0468, -0.10886, 0.05646, -0.99457, 0.08739, -1.00, 0.03655, 0.51192, -0.00068, -0.01362, 0.10478, -0.07264, 1.30823, 0.55717, 0.3999, 0.04293, 0.00, 1, 2, 6, 0
1657, 422, 0.10316, -0.07463, 1.28014, 0.99862, 0.0297, -0.04325, 0.03305, -0.99632, 0.07907, -1.00, 0.03615, 0.49694, 0.01604, 0.00811, 0.10316, -0.07463, 1.28014, 0.8348, 0.1652, 0.00, 0.00, 1, 2, 0, 0
1658, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1659, 419, 0.10245, -0.05902, 1.25738, 0.99278, 0.11019, -0.04736, 0.11464, -0.98786, 0.10482, -1.00, 0.02612, 0.48564, -0.00336, 0.01052, 0.10245, -0.05902, 1.25738, 0.92989, 0.03169, 0.02889, 0.00954, 1, 8, 2, 3
1660, 421, 0.09729, -0.04618, 1.23389, 0.96666, 0.2219, -0.12781, 0.23531, -0.9666, 0.10158, -1.00, 0.01659, 0.4738, -0.02879, 0.01284, 0.09729, -0.04618, 1.23389, 0.76364, 0.22203, 0.00759, 0.00674, 1, 8, 3, 2
1661, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1662, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1663, 419, 0.10245, -0.05902, 1.25738, 0.99278, 0.11019, -0.04736, 0.11464, -0.98786, 0.10482, -1.00, 0.02612, 0.48564, -0.00336, 0.01052, 0.10245, -0.05902, 1.25738, 0.92989, 0.03169, 0.02889, 0.00954, 1, 8, 2, 3
1664, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1665, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1666, 421, 0.09729, -0.04618, 1.23389, 0.96666, 0.2219, -0.12781, 0.23531, -0.9666, 0.10158, -1.00, 0.01659, 0.4738, -0.02879, 0.01284, 0.09729, -0.04618, 1.23389, 0.76364, 0.22203, 0.00759, 0.00674, 1, 8, 3, 2
1667, 425, 0.09271, -0.02979, 1.23237, 0.95117, 0.24626, -0.18611, 0.27021, -0.95575, 0.11631, -1.00, 0.00656, 0.4738, -0.01911, 0.02313, 0.09271, -0.02979, 1.23237, 0.75008, 0.24466, 0.00267, 0.00259, 1, 8, 2, 3
1668, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1669, 425, 0.09271, -0.02979, 1.23237, 0.95117, 0.24626, -0.18611, 0.27021, -0.95575, 0.11631, -1.00, 0.00656, 0.4738, -0.01911, 0.02313, 0.09271, -0.02979, 1.23237, 0.75008, 0.24466, 0.00267, 0.00259, 1, 8, 2, 3
1670, 426, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, 0.24428, -0.9547, 0.16994, -1.00, 0.00656, 0.48861, 0.0063, 0.00279, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
1671, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1672, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1673, 426, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, 0.24428, -0.9547, 0.16994, -1.00, 0.00656, 0.48861, 0.0063, 0.00279, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
1674, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1675, 424, 0.09967, -0.04225, 1.25734, 0.97858, 0.1748, -0.10874, 0.18975, -0.97074, 0.1472, -1.00, 0.0166, 0.48685, 0.00705, -0.00334, 0.09967, -0.04225, 1.25734, 0.92424, 0.05554, 0.01645, 0.00376, 1, 8, 2, 3
1676, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1677, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1678, 426, 0.09644, -0.02464, 1.25731, 0.96179, 0.21618, -0.16801, 0.24428, -0.9547, 0.16994, -1.00, 0.00656, 0.48861, 0.0063, 0.00279, 0.09644, -0.02464, 1.25731, 0.9294, 0.06358, 0.00549, 0.00153, 1, 8, 2, 3
1679, 428, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, 0.17362, -0.96559, 0.19363, -1.00, 0.00656, 0.5014, -0.00413, -0.00498, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
1680, 418, 0.10478, -0.07264, 1.30823, 0.99296, 0.0468, -0.10886, 0.05646, -0.99457, 0.08739, -1.00, 0.03655, 0.51192, -0.00068, -0.01362, 0.10478, -0.07264, 1.30823, 0.55717, 0.3999, 0.04293, 0.00, 1, 2, 6, 0
1681, 429, 0.10822, -0.07101, 1.32708, 0.99712, 0.07039, -0.02821, 0.07333, -0.9898, 0.12218, -1.00, 0.03684, 0.52207, 0.0072, 0.01156, 0.10822, -0.07101, 1.32708, 0.58675, 0.3281, 0.08515, 0.00, 1, 2, 6, 0
1682, 412, 0.109, -0.09172, 1.3271, 0.99902, -0.03546, -0.02639, -0.03435, -0.99855, 0.04141, -1.00, 0.04697, 0.52132, 0.00873, -0.00511, 0.109, -0.09172, 1.3271, 0.55954, 0.41151, 0.02895, 0.00, 2, 1, 6, 0
1683, 416, 0.10565, -0.06861, 1.34373, 0.98762, 0.07111, 0.13984, 0.05877, -0.99417, 0.09045, -1.00, 0.03658, 0.52777, -0.0213, -0.0186, 0.10565, -0.06861, 1.34373, 0.6308, 0.22682, 0.14238, 0.00, 1, 2, 6, 0
1684, 412, 0.109, -0.09172, 1.3271, 0.99902, -0.03546, -0.02639, -0.03435, -0.99855, 0.04141, -1.00, 0.04697, 0.52132, 0.00873, -0.00511, 0.109, -0.09172, 1.3271, 0.55954, 0.41151, 0.02895, 0.00, 2, 1, 6, 0
1685, 429, 0.10822, -0.07101, 1.32708, 0.99712, 0.07039, -0.02821, 0.07333, -0.9898, 0.12218, -1.00, 0.03684, 0.52207, 0.0072, 0.01156, 0.10822, -0.07101, 1.32708, 0.58675, 0.3281, 0.08515, 0.00, 1, 2, 6, 0
1686, 418, 0.10478, -0.07264, 1.30823, 0.99296, 0.0468, -0.10886, 0.05646, -0.99457, 0.08739, -1.00, 0.03655, 0.51192, -0.00068, -0.01362, 0.10478, -0.07264, 1.30823, 0.55717, 0.3999, 0.04293, 0.00, 1, 2, 6, 0
1687, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1688, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1689, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1690, 423, 0.1026, -0.05662, 1.28012, 0.99704, 0.06521, -0.04068, 0.0699, -0.98941, 0.12722, -1.00, 0.02642, 0.49794, 0.00208, -0.00166, 0.1026, -0.05662, 1.28012, 0.91861, 0.08139, 0.00, 0.00, 1, 2, 0, 0
1691, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1692, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1693, 429, 0.10822, -0.07101, 1.32708, 0.99712, 0.07039, -0.02821, 0.07333, -0.9898, 0.12218, -1.00, 0.03684, 0.52207, 0.0072, 0.01156, 0.10822, -0.07101, 1.32708, 0.58675, 0.3281, 0.08515, 0.00, 1, 2, 6, 0
1694, 418, 0.10478, -0.07264, 1.30823, 0.99296, 0.0468, -0.10886, 0.05646, -0.99457, 0.08739, -1.00, 0.03655, 0.51192, -0.00068, -0.01362, 0.10478, -0.07264, 1.30823, 0.55717, 0.3999, 0.04293, 0.00, 1, 2, 6, 0
1695, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1696, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1697, 428, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, 0.17362, -0.96559, 0.19363, -1.00, 0.00656, 0.5014, -0.00413, -0.00498, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
1698, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1699, 427, 0.10137, -0.03854, 1.28009, 0.99132, 0.11249, -0.06811, 0.12272, -0.97747, 0.17176, -1.00, 0.01674, 0.4994, 0.00164, -0.00649, 0.10137, -0.03854, 1.28009, 0.97115, 0.02885, 0.00, 0.00, 1, 2, 0, 0
1700, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1701, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1702, 428, 0.09858, -0.01947, 1.28004, 0.98122, 0.15284, -0.11764, 0.17362, -0.96559, 0.19363, -1.00, 0.00656, 0.5014, -0.00413, -0.00498, 0.09858, -0.01947, 1.28004, 1.00, 0.00, 0.00, 0.00, 1, 0, 0, 0
1703, 432, 0.10013, -0.01244, 1.308, 0.98771, 0.09851, -0.12132, 0.1226, -0.96986, 0.21059, -1.00, 0.00656, 0.51717, 0.02746, 0.00744, 0.10013, -0.01244, 1.308, 0.88895, 0.09856, 0.01249, 0.00, 1, 6, 2, 0
1704, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1705, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1706, 429, 0.10822, -0.07101, 1.32708, 0.99712, 0.07039, -0.02821, 0.07333, -0.9898, 0.12218, -1.00, 0.03684, 0.52207, 0.0072, 0.01156, 0.10822, -0.07101, 1.32708, 0.58675, 0.3281, 0.08515, 0.00, 1, 2, 6, 0
1707, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1708, 416, 0.10565, -0.06861, 1.34373, 0.98762, 0.07111, 0.13984, 0.05877, -0.99417, 0.09045, -1.00, 0.03658, 0.52777, -0.0213, -0.0186, 0.10565, -0.06861, 1.34373, 0.6308, 0.22682, 0.14238, 0.00, 1, 2, 6, 0
1709, 429, 0.10822, -0.07101, 1.32708, 0.99712, 0.07039, -0.02821, 0.07333, -0.9898, 0.12218, -1.00, 0.03684, 0.52207, 0.0072, 0.01156, 0.10822, -0.07101, 1.32708, 0.58675, 0.3281, 0.08515, 0.00, 1, 2, 6, 0
1710, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1711, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1712, 430, 0.10351, -0.05313, 1.30812, 0.99364, 0.07102, -0.08733, 0.08273, -0.98686, 0.1388, -1.00, 0.02667, 0.51307, -0.00226, -0.01046, 0.10351, -0.05313, 1.30812, 0.74804, 0.17605, 0.07592, 0.00, 1, 2, 6, 0
1713, 432, 0.10013, -0.01244, 1.308, 0.98771, 0.09851, -0.12132, 0.1226, -0.96986, 0.21059, -1.00, 0.00656, 0.51717, 0.02746, 0.00744, 0.10013, -0.01244, 1.308, 0.88895, 0.09856, 0.01249, 0.00, 1, 6, 2, 0
1714, 434, 0.10372, -0.02999, 1.32704, 0.99628, 0.08303, -0.02301, 0.08613, -0.96657, 0.24152, -1.00, 0.01711, 0.52521, 0.00606, 0.03264, 0.10372, -0.02999, 1.32704, 0.76844, 0.17216, 0.05941, 0.00, 1, 6, 2, 0
1715, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1716, 431, 0.10213, -0.03324, 1.30804, 0.99236, 0.08965, -0.08472, 0.10413, -0.97705, 0.18583, -1.00, 0.01674, 0.51479, -0.00372, 0.00113, 0.10213, -0.03324, 1.30804, 0.84964, 0.08901, 0.06135, 0.00, 1, 6, 2, 0
1717, 434, 0.10372, -0.02999, 1.32704, 0.99628, 0.08303, -0.02301, 0.08613, -0.96657, 0.24152, -1.00, 0.01711, 0.52521, 0.00606, 0.03264, 0.10372, -0.02999, 1.32704, 0.76844, 0.17216, 0.05941, 0.00, 1, 6, 2, 0
1718, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1719, 432, 0.10013, -0.01244, 1.308, 0.98771, 0.09851, -0.12132, 0.1226, -0.96986, 0.21059, -1.00, 0.00656, 0.51717, 0.02746, 0.00744, 0.10013, -0.01244, 1.308, 0.88895, 0.09856, 0.01249, 0.00, 1, 6, 2, 0
1720, 435, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, 0.07078, -0.95629, 0.28373, -1.00, 0.00656, 0.52787, 0.028, 0.04741, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
1721, 434, 0.10372, -0.02999, 1.32704, 0.99628, 0.08303, -0.02301, 0.08613, -0.96657, 0.24152, -1.00, 0.01711, 0.52521, 0.00606, 0.03264, 0.10372, -0.02999, 1.32704, 0.76844, 0.17216, 0.05941, 0.00, 1, 6, 2, 0
1722, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1723, 436, 0.10366, -0.04778, 1.34314, 0.98313, 0.11227, 0.14437, 0.08323, -0.97758, 0.19343, -1.00, 0.02683, 0.52904, -0.00367, 0.01101, 0.10366, -0.04778, 1.34314, 0.67045, 0.17786, 0.15169, 0.00, 1, 6, 2, 0
1724, 416, 0.10565, -0.06861, 1.34373, 0.98762, 0.07111, 0.13984, 0.05877, -0.99417, 0.09045, -1.00, 0.03658, 0.52777, -0.0213, -0.0186, 0.10565, -0.06861, 1.34373, 0.6308, 0.22682, 0.14238, 0.00, 1, 2, 6, 0
1725, 434, 0.10372, -0.02999, 1.32704, 0.99628, 0.08303, -0.02301, 0.08613, -0.96657, 0.24152, -1.00, 0.01711, 0.52521, 0.00606, 0.03264, 0.10372, -0.02999, 1.32704, 0.76844, 0.17216, 0.05941, 0.00, 1, 6, 2, 0
1726, 436, 0.10366, -0.04778, 1.34314, 0.98313, 0.11227, 0.14437, 0.08323, -0.97758, 0.19343, -1.00, 0.02683, 0.52904, -0.00367, 0.01101, 0.10366, -0.04778, 1.34314, 0.67045, 0.17786, 0.15169, 0.00, 1, 6, 2, 0
1727, 433, 0.10609, -0.05061, 1.32708, 0.99518, 0.09702, -0.0145, 0.09803, -0.97823, 0.18294, -1.00, 0.02697, 0.5234, -0.00243, 0.01379, 0.10609, -0.05061, 1.32708, 0.6925, 0.15743, 0.15007, 0.00, 1, 2, 6, 0
1728, 416, 0.10565, -0.06861, 1.34373, 0.98762, 0.07111, 0.13984, 0.05877, -0.99417, 0.09045, -1.00, 0.03658, 0.52777, -0.0213, -0.0186, 0.10565, -0.06861, 1.34373, 0.6308, 0.22682, 0.14238, 0.00, 1, 2, 6, 0
1729, 436, 0.10366, -0.04778, 1.34314, 0.98313, 0.11227, 0.14437, 0.08323, -0.97758, 0.19343, -1.00, 0.02683, 0.52904, -0.00367, 0.01101, 0.10366, -0.04778, 1.34314, 0.67045, 0.17786, 0.15169, 0.00, 1, 6, 2, 0
1730, 417, 0.10231, -0.0563, 1.35902, 0.97632, 0.12837, 0.17414, 0.11601, -0.99006, 0.07947, -1.00, 0.03181, 0.53685, -0.00801, 0.00217, 0.10231, -0.0563, 1.35902, 0.61506, 0.22367, 0.16128, 0.00, 1, 2, 6, 0
1731, 436, 0.10366, -0.04778, 1.34314, 0.98313, 0.11227, 0.14437, 0.08323, -0.97758, 0.19343, -1.00, 0.02683, 0.52904, -0.00367, 0.01101, 0.10366, -0.04778, 1.34314, 0.67045, 0.17786, 0.15169, 0.00, 1, 6, 2, 0
1732, 437, 0.09996, -0.04098, 1.35616, 0.98234, 0.13201, 0.13263, 0.10931, -0.98007, 0.1659, -1.00, 0.02476, 0.53685, 0.0007, -0.03228, 0.09996, -0.04098, 1.35616, 0.66981, 0.17669, 0.1535, 0.00, 1, 6, 2, 0
1733, 417, 0.10231, -0.0563, 1.35902, 0.97632, 0.12837, 0.17414, 0.11601, -0.99006, 0.07947, -1.00, 0.03181, 0.53685, -0.00801, 0.00217, 0.10231, -0.0563, 1.35902, 0.61506, 0.22367, 0.16128, 0.00, 1, 2, 6, 0
1734, 435, 0.10285, -0.00751, 1.32699, 0.99618, 0.05316, -0.06932, 0.07078, -0.95629, 0.28373, -1.00, 0.00656, 0.52787, 0.028, 0.04741, 0.10285, -0.00751, 1.32699, 0.79105, 0.20895, 0.00, 0.00, 1, 6, 0, 0
